pid,label,order,layout,collection,thumbnail,full,manifest
126-008,Microfilm frame,0,iiif-image-page,my_coll,"/img/derivatives/iiif/images/126-008/full/250,/0/default.jpg","/img/derivatives/iiif/images/126-008/full/1140,/0/default.jpg",/img/derivatives/iiif/126-008/manifest.json
